shipment_id,origin,destination,distance_km,route_type,departure_hour,day_of_week,is_weekend,carrier_id,carrier_reliability_score,weather_severity,traffic_congestion,has_news_disruption,delay_probability,delayed
SHP-003135,Mumbai,Kolkata,1950.9,mixed,2,3,0,CARRIER_014,0.5358,5.25,3.16,1,0.2872,0
SHP-003136,Mumbai,Delhi,1377.4,highway,23,2,0,CARRIER_009,0.8083,6.57,9.18,0,0.2837,0
SHP-003137,Ahmedabad,Indore,404.3,highway,1,0,0,CARRIER_016,0.7706,8.36,0.73,0,0.2208,0
SHP-003138,Jaipur,Lucknow,518.0,mixed,7,1,0,CARRIER_010,0.6031,8.25,2.66,0,0.3602,1
SHP-003139,Jaipur,Lucknow,600.8,highway,2,3,0,CARRIER_009,0.9228,4.98,6.76,1,0.3077,1
SHP-003140,Jaipur,Lucknow,549.9,highway,5,6,1,CARRIER_014,0.5965,0.74,8.26,0,0.2261,1
SHP-003141,Jaipur,Lucknow,545.2,local,1,2,0,CARRIER_004,0.5717,1.88,1.13,0,0.1665,1
SHP-003142,Pune,Bangalore,799.6,highway,8,3,0,CARRIER_017,0.7606,0.0,0.99,0,0.0542,0
SHP-003143,Jaipur,Lucknow,545.3,mixed,7,1,0,CARRIER_013,0.907,1.86,4.65,0,0.1413,0
SHP-003144,Ahmedabad,Indore,387.0,highway,3,0,0,CARRIER_008,0.8043,0.31,3.45,0,0.0601,0
SHP-003145,Delhi,Chennai,2225.7,mixed,17,5,1,CARRIER_005,0.9935,7.15,5.5,0,0.4978,0
SHP-003146,Ahmedabad,Indore,406.7,highway,0,4,0,CARRIER_016,0.8355,5.46,8.43,0,0.3512,0
SHP-003147,Indore,Bhopal,185.5,mixed,11,1,0,CARRIER_001,0.6428,0.36,2.89,0,0.0752,0
SHP-003148,Bangalore,Delhi,2023.8,mixed,7,3,0,CARRIER_002,0.4926,6.18,0.1,0,0.5327,0
SHP-003149,Chennai,Kolkata,1768.4,mixed,15,4,0,CARRIER_013,0.8297,8.14,6.71,0,0.2898,0
SHP-003150,Bangalore,Chennai,321.5,mixed,8,0,0,CARRIER_010,0.6109,0.29,5.63,0,0.1254,0
SHP-003151,Mumbai,Kolkata,2055.3,mixed,11,2,0,CARRIER_004,0.4482,1.27,5.16,1,0.1875,1
SHP-003152,Mumbai,Ahmedabad,532.2,highway,19,6,1,CARRIER_008,0.8123,4.71,7.84,0,0.2171,0
SHP-003153,Hyderabad,Pune,568.3,highway,3,2,0,CARRIER_016,0.8592,0.42,8.5,0,0.0867,0
SHP-003154,Delhi,Chennai,2348.1,highway,10,4,0,CARRIER_010,0.5768,0.21,1.44,0,0.1623,0
SHP-003155,Delhi,Kolkata,1537.2,highway,13,4,0,CARRIER_011,0.6992,5.82,8.32,0,0.2664,0
SHP-003156,Bangalore,Delhi,2353.7,highway,17,0,0,CARRIER_002,0.5709,5.63,5.41,0,0.2909,0
SHP-003157,Delhi,Chennai,2341.9,mixed,12,6,1,CARRIER_015,0.9133,8.07,8.71,0,0.5983,0
SHP-003158,Chennai,Kolkata,1565.3,mixed,17,6,1,CARRIER_003,0.5552,0.78,5.68,0,0.1301,0
SHP-003159,Guwahati,Patna,938.8,mixed,19,4,0,CARRIER_005,0.9281,8.97,8.94,0,0.2189,0
SHP-003160,Hyderabad,Kolkata,1453.4,highway,18,1,0,CARRIER_006,0.7665,0.19,8.32,0,0.1378,0
SHP-003161,Bangalore,Chennai,342.4,mixed,14,5,1,CARRIER_009,0.715,3.01,3.26,0,0.1687,0
SHP-003162,Hyderabad,Kolkata,1515.9,mixed,22,0,0,CARRIER_006,0.7778,0.49,6.43,0,0.0806,0
SHP-003163,Hyderabad,Pune,530.0,mixed,0,3,0,CARRIER_017,0.842,2.44,5.68,0,0.1127,0
SHP-003164,Kolkata,Guwahati,1038.9,mixed,11,2,0,CARRIER_008,0.7033,8.15,5.35,0,0.4009,0
SHP-003165,Bangalore,Chennai,341.7,highway,19,4,0,CARRIER_001,0.5811,1.25,1.1,0,0.1271,1
SHP-003166,Pune,Bangalore,868.9,highway,2,0,0,CARRIER_010,0.5475,2.02,0.24,0,0.2225,0
SHP-003167,Mumbai,Kolkata,2127.1,mixed,19,6,1,CARRIER_003,0.5136,6.11,3.42,0,0.5323,0
SHP-003168,Delhi,Jaipur,306.7,mixed,0,3,0,CARRIER_005,0.9831,0.22,4.98,0,0.1286,0
SHP-003169,Bangalore,Delhi,2022.0,mixed,18,1,0,CARRIER_012,0.7321,6.02,5.52,0,0.4894,1
SHP-003170,Indore,Bhopal,190.8,mixed,4,2,0,CARRIER_013,0.8932,8.94,5.18,0,0.1688,0
SHP-003171,Indore,Bhopal,213.1,mixed,16,4,0,CARRIER_014,0.5197,0.7,1.46,0,0.0367,1
SHP-003172,Pune,Delhi,1505.1,mixed,19,1,0,CARRIER_008,0.7542,0.06,8.17,0,0.23,0
SHP-003173,Pune,Bangalore,855.5,mixed,19,2,0,CARRIER_017,0.7321,4.06,7.2,0,0.1355,0
SHP-003174,Kolkata,Guwahati,1108.7,mixed,13,6,1,CARRIER_002,0.5513,8.49,8.63,0,0.5096,0
SHP-003175,Chennai,Kolkata,1519.1,highway,21,6,1,CARRIER_008,0.877,9.35,8.83,0,0.5046,1
SHP-003176,Ahmedabad,Indore,431.5,highway,3,2,0,CARRIER_005,0.9682,8.01,8.32,0,0.4126,0
SHP-003177,Indore,Bhopal,199.9,highway,5,3,0,CARRIER_001,0.6294,6.49,6.64,0,0.1553,0
SHP-003178,Delhi,Jaipur,284.0,highway,3,2,0,CARRIER_012,0.6378,4.27,4.4,0,0.1739,0
SHP-003179,Mumbai,Ahmedabad,534.2,mixed,17,1,0,CARRIER_002,0.57,7.89,6.35,0,0.2559,0
SHP-003180,Hyderabad,Pune,547.9,mixed,21,2,0,CARRIER_013,0.8043,7.57,2.48,0,0.2529,0
SHP-003181,Mumbai,Ahmedabad,504.0,highway,22,0,0,CARRIER_018,0.5967,1.84,9.22,0,0.3671,1
SHP-003182,Hyderabad,Pune,588.6,highway,12,5,1,CARRIER_016,0.7994,7.16,6.33,0,0.2058,1
SHP-003183,Mumbai,Kolkata,2053.9,local,3,1,0,CARRIER_014,0.6021,7.93,5.99,0,0.5446,0
SHP-003184,Delhi,Kolkata,1360.2,mixed,4,1,0,CARRIER_005,0.9379,9.01,5.81,1,0.8341,1
SHP-003185,Indore,Bhopal,191.1,local,15,4,0,CARRIER_014,0.5636,7.3,6.84,0,0.2526,0
SHP-003186,Pune,Delhi,1574.3,highway,21,0,0,CARRIER_012,0.7965,7.32,6.86,1,0.297,1
SHP-003187,Delhi,Chennai,2125.0,highway,23,6,1,CARRIER_010,0.5413,9.02,0.44,0,0.4606,0
SHP-003188,Pune,Bangalore,825.4,local,17,6,1,CARRIER_010,0.6183,1.94,4.24,0,0.1864,1
SHP-003189,Delhi,Kolkata,1537.2,local,21,2,0,CARRIER_003,0.5798,5.5,9.75,0,0.5521,1
SHP-003190,Bangalore,Delhi,2279.7,mixed,11,1,0,CARRIER_017,0.7283,8.93,7.58,0,0.6309,1
SHP-003191,Mumbai,Delhi,1447.2,mixed,4,0,0,CARRIER_017,0.814,6.32,1.91,0,0.0987,0
SHP-003192,Guwahati,Patna,1059.3,highway,11,6,1,CARRIER_015,0.9378,9.31,4.28,0,0.1626,0
SHP-003193,Guwahati,Patna,913.6,highway,2,3,0,CARRIER_011,0.5549,0.5,4.62,0,0.1964,0
SHP-003194,Hyderabad,Pune,607.6,highway,16,4,0,CARRIER_003,0.601,2.14,9.78,0,0.4373,1
SHP-003195,Mumbai,Kolkata,2215.6,highway,7,0,0,CARRIER_013,0.8702,2.21,9.52,0,0.2982,1
SHP-003196,Hyderabad,Pune,562.1,highway,8,5,1,CARRIER_020,0.7096,0.79,0.77,1,0.4201,1
SHP-003197,Mumbai,Ahmedabad,543.2,highway,0,3,0,CARRIER_003,0.5663,6.23,2.65,1,0.5945,1
SHP-003198,Bangalore,Delhi,2026.5,highway,23,0,0,CARRIER_008,0.6459,4.01,0.73,0,0.2355,1
SHP-003199,Chennai,Kolkata,1642.7,mixed,10,0,0,CARRIER_019,0.7942,2.42,1.94,0,0.1208,0
SHP-003200,Delhi,Jaipur,263.4,highway,18,6,1,CARRIER_020,0.6587,7.28,4.49,0,0.4633,1
SHP-003201,Pune,Delhi,1311.4,mixed,12,0,0,CARRIER_009,0.7742,6.76,6.0,0,0.3906,0
SHP-003202,Pune,Delhi,1589.5,highway,15,2,0,CARRIER_006,0.7933,0.39,8.12,0,0.0425,0
SHP-003203,Delhi,Chennai,2075.0,highway,11,0,0,CARRIER_006,0.8539,4.4,0.87,0,0.1346,0
SHP-003204,Bangalore,Chennai,356.5,highway,16,0,0,CARRIER_010,0.5417,7.2,2.81,0,0.0949,0
SHP-003205,Delhi,Jaipur,268.8,highway,4,5,1,CARRIER_007,0.7099,1.03,6.1,0,0.0813,0
SHP-003206,Guwahati,Patna,964.4,highway,23,5,1,CARRIER_012,0.6867,7.95,4.6,0,0.3991,0
SHP-003207,Chennai,Kolkata,1626.1,mixed,10,2,0,CARRIER_002,0.5728,6.16,3.08,0,0.2419,0
SHP-003208,Bangalore,Delhi,2079.1,mixed,0,1,0,CARRIER_002,0.5966,7.18,1.78,0,0.2891,0
SHP-003209,Pune,Bangalore,863.1,highway,22,1,0,CARRIER_001,0.6773,2.5,7.08,1,0.2892,1
SHP-003210,Mumbai,Ahmedabad,578.9,highway,0,2,0,CARRIER_015,0.9212,7.48,2.35,0,0.1284,0
SHP-003211,Chennai,Kolkata,1636.3,highway,11,5,1,CARRIER_019,0.7536,1.74,6.85,0,0.239,1
SHP-003212,Delhi,Jaipur,306.5,mixed,18,4,0,CARRIER_003,0.524,8.6,9.17,0,0.7253,1
SHP-003213,Kolkata,Guwahati,1136.9,highway,8,3,0,CARRIER_019,0.7028,2.06,2.16,0,0.2002,0
SHP-003214,Chennai,Kolkata,1695.6,highway,5,0,0,CARRIER_004,0.4702,2.68,7.22,0,0.1695,0
SHP-003215,Ahmedabad,Indore,379.0,mixed,5,0,0,CARRIER_001,0.5918,6.71,8.01,0,0.2303,0
SHP-003216,Delhi,Jaipur,255.5,mixed,16,1,0,CARRIER_006,0.7582,3.34,6.33,0,0.1861,0
SHP-003217,Mumbai,Delhi,1498.5,local,13,1,0,CARRIER_006,0.9046,3.09,3.26,0,0.1452,0
SHP-003218,Pune,Bangalore,852.4,highway,12,3,0,CARRIER_020,0.5838,0.63,2.4,0,0.1148,0
SHP-003219,Chennai,Kolkata,1631.6,highway,12,6,1,CARRIER_003,0.6078,8.2,7.87,0,0.5415,0
SHP-003220,Pune,Bangalore,892.4,highway,7,2,0,CARRIER_020,0.6079,4.59,3.26,1,0.4228,1
SHP-003221,Guwahati,Patna,952.5,local,22,2,0,CARRIER_018,0.518,3.93,8.06,0,0.5429,1
SHP-003222,Delhi,Jaipur,295.9,mixed,5,3,0,CARRIER_010,0.5359,2.46,8.41,0,0.22,0
SHP-003223,Delhi,Chennai,2105.0,highway,20,0,0,CARRIER_014,0.5067,5.55,8.7,0,0.7323,1
SHP-003224,Delhi,Chennai,2363.5,mixed,18,5,1,CARRIER_011,0.6848,5.6,8.17,0,0.4942,1
SHP-003225,Indore,Bhopal,186.0,highway,0,0,0,CARRIER_019,0.7934,0.02,9.0,0,0.0584,0
SHP-003226,Delhi,Chennai,2022.0,mixed,4,2,0,CARRIER_005,0.958,0.86,9.3,0,0.2258,0
SHP-003227,Ahmedabad,Indore,415.8,highway,13,6,1,CARRIER_020,0.8051,6.13,4.94,0,0.2036,0
SHP-003228,Chennai,Hyderabad,587.5,highway,3,2,0,CARRIER_009,0.7963,2.84,2.91,0,0.097,0
SHP-003229,Mumbai,Kolkata,2234.2,highway,20,5,1,CARRIER_019,0.7669,9.84,1.89,1,0.6911,1
SHP-003230,Bangalore,Delhi,2216.9,mixed,10,1,0,CARRIER_020,0.6355,2.49,3.91,0,0.0967,0
SHP-003231,Bangalore,Delhi,2034.3,highway,20,5,1,CARRIER_017,0.6948,1.52,2.53,0,0.0538,0
SHP-003232,Mumbai,Ahmedabad,499.1,highway,2,2,0,CARRIER_016,0.7657,0.45,8.42,0,0.1714,0
SHP-003233,Guwahati,Patna,1073.9,mixed,0,1,0,CARRIER_009,0.8397,6.87,8.41,0,0.1434,0
SHP-003234,Mumbai,Delhi,1430.2,mixed,15,0,0,CARRIER_014,0.5908,2.91,4.43,0,0.134,0
SHP-003235,Ahmedabad,Indore,431.5,local,19,2,0,CARRIER_005,1.0,2.74,8.09,0,0.2092,0
SHP-003236,Ahmedabad,Indore,368.8,local,23,4,0,CARRIER_006,0.7786,1.1,6.41,1,0.2509,0
SHP-003237,Chennai,Hyderabad,683.6,local,18,0,0,CARRIER_015,0.9415,0.52,5.74,1,0.4056,0
SHP-003238,Chennai,Kolkata,1666.7,local,17,1,0,CARRIER_016,0.8076,2.3,8.11,0,0.4666,1
SHP-003239,Hyderabad,Kolkata,1550.5,highway,1,2,0,CARRIER_006,0.8361,3.97,8.05,0,0.2633,0
SHP-003240,Mumbai,Delhi,1364.4,highway,14,5,1,CARRIER_020,0.6266,6.62,8.0,0,0.5442,0
SHP-003241,Mumbai,Ahmedabad,483.3,highway,17,4,0,CARRIER_014,0.5103,1.01,5.46,0,0.0945,0
SHP-003242,Mumbai,Ahmedabad,578.5,highway,9,0,0,CARRIER_020,0.6967,3.66,3.21,0,0.1078,0
SHP-003243,Hyderabad,Kolkata,1648.4,highway,23,0,0,CARRIER_010,0.6314,9.92,4.03,1,0.9356,1
SHP-003244,Lucknow,Patna,515.6,highway,23,0,0,CARRIER_012,0.7318,6.81,6.81,1,0.4336,0
SHP-003245,Mumbai,Kolkata,2232.0,highway,20,2,0,CARRIER_014,0.5927,9.99,9.1,0,0.7382,1
SHP-003246,Bangalore,Delhi,2007.1,mixed,21,1,0,CARRIER_004,0.5645,0.79,7.23,0,0.1177,0
SHP-003247,Delhi,Chennai,2029.4,mixed,13,0,0,CARRIER_006,0.7963,4.05,7.91,0,0.3833,0
SHP-003248,Delhi,Kolkata,1371.9,local,19,3,0,CARRIER_020,0.5978,2.3,2.92,1,0.3985,0
SHP-003249,Bangalore,Chennai,342.4,mixed,1,4,0,CARRIER_014,0.4965,9.42,4.38,0,0.2374,0
SHP-003250,Chennai,Hyderabad,573.6,highway,5,4,0,CARRIER_011,0.6048,9.05,7.47,0,0.6397,1
SHP-003251,Kolkata,Guwahati,1076.8,highway,15,6,1,CARRIER_001,0.6176,5.69,8.71,0,0.6529,1
SHP-003252,Mumbai,Kolkata,1901.7,highway,2,4,0,CARRIER_001,0.6381,3.07,5.12,0,0.2115,0
SHP-003253,Hyderabad,Pune,585.8,local,19,6,1,CARRIER_012,0.7619,5.45,0.18,0,0.3041,0
SHP-003254,Chennai,Hyderabad,672.0,highway,4,6,1,CARRIER_002,0.5444,8.71,8.86,0,0.4577,0
SHP-003255,Mumbai,Ahmedabad,549.9,mixed,8,5,1,CARRIER_003,0.5855,5.74,0.97,0,0.1446,0
SHP-003256,Hyderabad,Pune,526.5,highway,6,2,0,CARRIER_012,0.7247,7.65,5.3,0,0.2427,1
SHP-003257,Hyderabad,Pune,589.9,highway,12,0,0,CARRIER_020,0.733,6.88,4.79,0,0.2299,0
SHP-003258,Hyderabad,Pune,531.9,local,1,0,0,CARRIER_017,0.782,0.98,9.62,1,0.5147,1
SHP-003259,Ahmedabad,Indore,420.8,highway,19,6,1,CARRIER_010,0.6311,7.58,1.25,0,0.3909,0
SHP-003260,Pune,Bangalore,851.3,mixed,21,6,1,CARRIER_019,0.731,2.09,6.64,0,0.1156,0
SHP-003261,Pune,Bangalore,817.6,local,17,2,0,CARRIER_013,0.8973,8.71,3.11,0,0.1315,0
SHP-003262,Jaipur,Lucknow,522.5,mixed,4,5,1,CARRIER_019,0.8001,3.1,4.34,0,0.1264,0
SHP-003263,Mumbai,Kolkata,2184.3,local,6,3,0,CARRIER_005,0.9596,5.64,4.16,0,0.1556,0
SHP-003264,Hyderabad,Kolkata,1631.9,highway,5,0,0,CARRIER_012,0.7277,2.86,3.49,0,0.1412,0
SHP-003265,Lucknow,Patna,547.6,highway,14,4,0,CARRIER_019,0.727,0.09,8.8,0,0.1557,0
SHP-003266,Indore,Bhopal,213.1,mixed,21,0,0,CARRIER_020,0.6352,7.8,7.21,0,0.3216,1
SHP-003267,Mumbai,Kolkata,2228.0,highway,21,0,0,CARRIER_018,0.511,7.15,8.99,0,0.4557,0
SHP-003268,Guwahati,Patna,929.5,highway,22,3,0,CARRIER_003,0.6951,9.24,8.09,1,0.6588,0
SHP-003269,Bangalore,Chennai,366.2,highway,16,0,0,CARRIER_013,0.8055,5.73,4.17,0,0.2894,0
SHP-003270,Chennai,Kolkata,1610.0,local,5,2,0,CARRIER_002,0.509,1.88,0.62,0,0.2104,1
SHP-003271,Hyderabad,Pune,558.6,highway,9,5,1,CARRIER_008,0.8078,1.71,2.99,1,0.3392,1
SHP-003272,Pune,Bangalore,782.4,mixed,7,4,0,CARRIER_001,0.6058,3.89,3.46,0,0.1534,0
SHP-003273,Guwahati,Patna,1084.0,highway,1,0,0,CARRIER_016,0.7747,3.31,1.02,0,0.1067,0
SHP-003274,Pune,Bangalore,878.0,highway,19,1,0,CARRIER_016,0.8121,4.08,1.54,1,0.5016,0
SHP-003275,Mumbai,Ahmedabad,505.3,highway,13,6,1,CARRIER_002,0.6096,2.25,0.23,0,0.103,0
SHP-003276,Pune,Delhi,1412.7,highway,23,6,1,CARRIER_019,0.7503,9.89,4.39,0,0.3977,1
SHP-003277,Delhi,Kolkata,1476.7,highway,20,6,1,CARRIER_017,0.7811,0.86,1.7,0,0.2301,0
SHP-003278,Mumbai,Ahmedabad,556.2,mixed,15,3,0,CARRIER_017,0.6502,7.39,2.71,0,0.1778,0
SHP-003279,Chennai,Kolkata,1801.3,highway,1,3,0,CARRIER_009,0.7669,5.68,4.81,0,0.3299,0
SHP-003280,Mumbai,Kolkata,1976.8,highway,10,5,1,CARRIER_019,0.7887,5.56,1.64,0,0.2875,0
SHP-003281,Delhi,Kolkata,1491.8,highway,11,6,1,CARRIER_020,0.7684,6.13,0.65,0,0.288,0
SHP-003282,Delhi,Chennai,2220.6,highway,16,0,0,CARRIER_011,0.5904,9.04,7.66,0,0.6705,1
SHP-003283,Chennai,Kolkata,1624.6,mixed,13,6,1,CARRIER_008,0.7209,6.75,8.85,0,0.6843,1
SHP-003284,Delhi,Kolkata,1501.3,highway,18,4,0,CARRIER_016,0.8094,2.71,3.38,0,0.3051,1
SHP-003285,Pune,Bangalore,773.8,mixed,0,0,0,CARRIER_001,0.6425,2.69,4.63,0,0.2866,0
SHP-003286,Jaipur,Lucknow,532.1,highway,2,6,1,CARRIER_007,0.6183,8.28,2.88,1,0.4533,0
SHP-003287,Bangalore,Chennai,343.1,highway,22,0,0,CARRIER_001,0.579,4.78,4.62,0,0.0849,0
SHP-003288,Mumbai,Ahmedabad,574.0,mixed,10,0,0,CARRIER_016,0.7666,7.05,0.89,1,0.2451,0
SHP-003289,Hyderabad,Pune,543.1,highway,19,2,0,CARRIER_001,0.6659,3.76,4.59,1,0.7762,1
SHP-003290,Hyderabad,Pune,532.0,mixed,20,3,0,CARRIER_016,0.7757,7.38,4.61,0,0.1961,0
SHP-003291,Pune,Bangalore,880.8,highway,2,2,0,CARRIER_012,0.8213,4.24,3.07,0,0.0412,0
SHP-003292,Jaipur,Lucknow,621.2,highway,16,1,0,CARRIER_009,0.7904,4.93,8.68,0,0.6151,1
SHP-003293,Mumbai,Ahmedabad,525.7,mixed,4,4,0,CARRIER_013,0.9332,9.28,4.2,0,0.2393,0
SHP-003294,Delhi,Jaipur,252.5,highway,3,3,0,CARRIER_001,0.6538,4.95,1.48,0,0.0685,0
SHP-003295,Hyderabad,Pune,581.1,mixed,5,0,0,CARRIER_017,0.7149,2.25,7.51,1,0.1579,1
SHP-003296,Delhi,Chennai,2143.0,mixed,18,5,1,CARRIER_006,0.8561,5.31,1.46,0,0.3521,0
SHP-003297,Mumbai,Ahmedabad,548.4,highway,2,2,0,CARRIER_017,0.6742,0.09,0.85,0,0.0872,0
SHP-003298,Pune,Delhi,1385.5,highway,16,4,0,CARRIER_018,0.5414,2.79,3.69,0,0.2444,0
SHP-003299,Lucknow,Patna,477.3,mixed,9,2,0,CARRIER_012,0.742,6.04,7.97,0,0.4613,1
SHP-003300,Bangalore,Delhi,2083.1,highway,6,5,1,CARRIER_012,0.7818,0.71,9.51,0,0.1468,0
SHP-003301,Indore,Bhopal,203.0,mixed,5,1,0,CARRIER_019,0.7955,4.55,6.58,0,0.0784,0
SHP-003302,Delhi,Jaipur,274.0,highway,8,1,0,CARRIER_009,0.7564,5.99,8.95,0,0.3255,0
SHP-003303,Indore,Bhopal,184.0,highway,8,0,0,CARRIER_008,0.7302,2.27,5.69,0,0.2713,0
SHP-003304,Delhi,Jaipur,278.0,local,7,5,1,CARRIER_019,0.7679,2.18,1.9,0,0.1589,0
SHP-003305,Bangalore,Chennai,367.7,mixed,12,5,1,CARRIER_009,0.7203,6.69,5.65,1,0.1692,0
SHP-003306,Delhi,Jaipur,258.7,mixed,23,4,0,CARRIER_008,0.8283,9.74,7.36,1,0.6316,1
SHP-003307,Delhi,Jaipur,290.7,local,10,4,0,CARRIER_001,0.6287,3.07,0.75,0,0.0222,0
SHP-003308,Bangalore,Chennai,361.7,highway,4,0,0,CARRIER_007,0.5957,2.08,4.2,0,0.0823,0
SHP-003309,Mumbai,Delhi,1363.8,highway,14,2,0,CARRIER_005,0.9101,9.84,0.84,1,0.5185,1
SHP-003310,Pune,Delhi,1586.4,highway,19,6,1,CARRIER_016,0.808,8.35,3.97,0,0.599,1
SHP-003311,Lucknow,Patna,571.8,highway,14,2,0,CARRIER_011,0.653,9.36,5.63,0,0.1417,0
SHP-003312,Pune,Bangalore,809.1,highway,12,0,0,CARRIER_008,0.7395,0.46,7.18,0,0.1963,0
SHP-003313,Pune,Delhi,1314.0,local,16,5,1,CARRIER_019,0.7583,9.34,3.55,0,0.7021,0
SHP-003314,Mumbai,Ahmedabad,509.7,highway,21,0,0,CARRIER_009,0.7407,8.38,1.22,0,0.2436,0
SHP-003315,Pune,Bangalore,790.4,highway,1,4,0,CARRIER_009,0.7842,3.0,4.95,0,0.1127,0
SHP-003316,Bangalore,Delhi,2170.3,local,23,5,1,CARRIER_015,0.9858,6.24,1.29,0,0.3971,0
SHP-003317,Indore,Bhopal,211.3,highway,21,5,1,CARRIER_006,0.921,1.72,0.97,1,0.0947,0
SHP-003318,Chennai,Hyderabad,676.7,mixed,23,0,0,CARRIER_009,0.7866,4.18,7.32,0,0.3115,0
SHP-003319,Delhi,Jaipur,269.1,highway,11,6,1,CARRIER_015,0.9336,6.02,6.09,0,0.425,0
SHP-003320,Mumbai,Delhi,1380.0,highway,20,0,0,CARRIER_007,0.6738,1.1,5.31,0,0.1119,0
SHP-003321,Delhi,Kolkata,1361.0,mixed,1,5,1,CARRIER_009,0.7111,9.66,1.68,0,0.4956,0
SHP-003322,Hyderabad,Pune,564.9,local,9,0,0,CARRIER_001,0.5824,9.29,9.2,0,0.7709,0
SHP-003323,Delhi,Chennai,1989.6,mixed,21,3,0,CARRIER_016,0.6765,8.67,8.6,0,0.4754,1
SHP-003324,Indore,Bhopal,212.1,highway,6,6,1,CARRIER_018,0.5915,1.29,8.43,0,0.0557,0
SHP-003325,Pune,Bangalore,901.6,highway,18,1,0,CARRIER_014,0.6595,6.69,0.65,0,0.2416,0
SHP-003326,Delhi,Chennai,2055.4,local,7,0,0,CARRIER_011,0.6919,8.9,0.72,1,0.2245,0
SHP-003327,Hyderabad,Pune,582.3,highway,14,0,0,CARRIER_018,0.5713,1.38,4.71,0,0.2708,0
SHP-003328,Mumbai,Ahmedabad,537.2,local,15,2,0,CARRIER_018,0.5643,6.47,2.88,0,0.3425,0
SHP-003329,Chennai,Hyderabad,668.0,highway,21,2,0,CARRIER_010,0.5702,2.04,3.36,0,0.0989,0
SHP-003330,Pune,Delhi,1442.9,highway,8,1,0,CARRIER_013,0.9561,6.9,7.1,0,0.5088,1
SHP-003331,Indore,Bhopal,183.0,highway,18,3,0,CARRIER_019,0.7747,6.48,9.35,0,0.1958,0
SHP-003332,Hyderabad,Kolkata,1542.0,mixed,10,2,0,CARRIER_005,0.9727,8.72,6.03,0,0.4847,1
SHP-003333,Mumbai,Ahmedabad,485.5,highway,9,4,0,CARRIER_016,0.7371,4.86,0.29,1,0.2898,0
SHP-003334,Bangalore,Delhi,2186.4,mixed,1,2,0,CARRIER_008,0.808,7.59,0.4,0,0.2615,0
SHP-003335,Delhi,Kolkata,1413.8,highway,1,2,0,CARRIER_002,0.5505,1.92,2.32,0,0.1047,0
SHP-003336,Mumbai,Ahmedabad,549.6,highway,18,6,1,CARRIER_009,0.817,6.43,0.09,0,0.1846,0
SHP-003337,Lucknow,Patna,564.8,highway,2,5,1,CARRIER_011,0.6886,8.77,1.39,0,0.3433,0
SHP-003338,Delhi,Kolkata,1382.9,local,2,5,1,CARRIER_015,0.8303,7.23,0.53,0,0.2001,0
SHP-003339,Hyderabad,Kolkata,1470.1,mixed,4,2,0,CARRIER_004,0.4897,8.79,2.78,0,0.1907,0
SHP-003340,Hyderabad,Kolkata,1570.1,highway,8,6,1,CARRIER_011,0.6166,6.3,0.46,0,0.5129,0
SHP-003341,Lucknow,Patna,494.4,highway,3,2,0,CARRIER_014,0.5358,5.51,9.11,0,0.3721,0
SHP-003342,Kolkata,Guwahati,1114.6,mixed,14,5,1,CARRIER_013,0.8473,9.15,5.23,0,0.2521,0
SHP-003343,Delhi,Kolkata,1551.6,highway,19,5,1,CARRIER_017,0.6987,3.23,8.62,0,0.4519,1
SHP-003344,Indore,Bhopal,189.3,local,12,2,0,CARRIER_016,0.7374,7.48,6.79,0,0.3176,1
SHP-003345,Lucknow,Patna,565.2,mixed,15,4,0,CARRIER_010,0.6291,6.93,4.6,0,0.1512,0
SHP-003346,Delhi,Chennai,2184.6,highway,21,1,0,CARRIER_006,0.8333,8.14,4.66,0,0.3724,1
SHP-003347,Indore,Bhopal,200.0,local,21,2,0,CARRIER_018,0.5845,4.98,7.21,0,0.2734,1
SHP-003348,Bangalore,Chennai,324.9,mixed,15,3,0,CARRIER_018,0.4727,4.94,3.21,0,0.2529,0
SHP-003349,Bangalore,Chennai,316.6,highway,1,4,0,CARRIER_003,0.649,0.34,5.31,0,0.11,0
SHP-003350,Delhi,Chennai,1984.1,highway,18,2,0,CARRIER_010,0.5674,9.31,1.17,0,0.3547,0
SHP-003351,Hyderabad,Pune,605.2,highway,18,4,0,CARRIER_016,0.8795,3.87,7.85,0,0.1663,0
SHP-003352,Pune,Delhi,1561.0,mixed,7,4,0,CARRIER_014,0.5997,5.52,3.28,0,0.3688,1
SHP-003353,Bangalore,Chennai,371.5,local,3,6,1,CARRIER_018,0.5575,1.98,1.79,0,0.0608,0
SHP-003354,Mumbai,Kolkata,1926.8,highway,3,0,0,CARRIER_005,1.0,6.16,7.41,0,0.1579,0
SHP-003355,Chennai,Kolkata,1668.5,highway,6,3,0,CARRIER_019,0.7923,3.46,0.93,0,0.1058,0
SHP-003356,Pune,Bangalore,889.7,highway,17,4,0,CARRIER_005,0.9582,5.85,9.52,0,0.3102,0
SHP-003357,Delhi,Kolkata,1552.4,highway,22,2,0,CARRIER_002,0.5384,7.35,6.89,0,0.5531,0
SHP-003358,Hyderabad,Kolkata,1384.7,highway,3,2,0,CARRIER_015,0.9636,6.1,7.4,0,0.1148,1
SHP-003359,Hyderabad,Pune,604.3,highway,9,4,0,CARRIER_019,0.7371,0.31,0.82,0,0.0584,0
